Run!	Spring!
I want to eat something that I can only eat here.	Jag vill äta något som jag bara kan äta här.
I would rather not eat the same food again today.	Jag vill helst inte äta samma mat i dag igen.
I'm not sure that's going to happen anytime soon.	Jag är inte säker på att det kommer att hända när som helst snart.
I've been trying to solve this problem for hours.	Jag har försökt att lösa det här problemet i timmar.
In spite of the rain, the game was not cancelled.	Trots att det regnade ställdes matchen inte in.
It hurts to have to say this, but it's the truth.	Det gör ont att behöva säga det här, men det är sanningen.
It is not necessary for us to attend the meeting.	Det är inte nödvändigt för oss att närvara vid mötet.
It took me half an hour to work out this problem.	Det tog mig en halvtimme att lösa det här problemet.
It wasn't necessary for him to bring an umbrella.	Det var inte nödvändigt att han skulle ta med ett paraply.
Participants in a seance try to contact the dead.	Seansdeltagare försöker få kontakt med de döda.
Please let me pick up your sister at the station.	Snälla låt mig få plocka upp din syster på stationen.
Schools and roads are services paid for by taxes.	Skolor och vägar är tjänster som betalas för med skatter.
She provided the traveler with food and clothing.	Hon såg till att resenären hade mat och kläder.
She was right in the middle of cutting cucumbers.	Hon höll just på att skära upp gurkor.
Some deaf people choose not to use sign language.	En del döva personer väljer att inte använda teckenspråk.
Tell me what you eat, I'll tell you what you are.	Säg mig vad du äter, så ska jag säga dig vad du är.
The beach is an ideal place for children to play.	Stranden är ett idealiskt ställe för att barn att leka.
The bishop took pity on the desperate immigrants.	Biskopen förbarmade sig över de förtvivlade immigranterna.
The fact is that she didn't even read the letter.	Faktum är att hon läste inte ens brevet.
The lake was frozen, so we walked across the ice.	Sjön hade frusit till, så vi gick över isen.
The old woman climbed the stairs with difficulty.	Den gamla kvinnan gick upp för trappan med möda.
The victim's body was lying face down on the rug.	Offret låg med ansiktet ned i mattan.
This desk, which I bought yesterday, is very big.	Det här skrivbordet som jag köpte igår är väldigt stort.
This is the most beautiful sunset I've ever seen.	Det här är den vackraste solnedgång jag någonsin sett.
Today is the tomorrow we worried about yesterday.	I dag är morgondagen som vi oroade oss för i går.
Today is the tomorrow we worried about yesterday.	I dag är morgondagen vi oroade oss för i går.
Tom couldn't sleep because he had a bad headache.	Tom kunde inte sova för han hade väldigt ont i huvudet.
Tom couldn't sleep because he had a bad headache.	Tom kunde inte sova för han hade en kraftig huvudvärk.
Tom didn't want to write about what had happened.	Tom ville inte skriva om det som hade hänt.
Tom emptied the wastebasket into the incinerator.	Tom tömde papperskorgen i förbränningsugnen.
Tom sat patiently in his chair, waiting for Mary.	Tom satt tålmodigt i sin stol och väntade på Mary.
Tom wanted to become a sign language interpreter.	Tom ville bli teckenspråkstolk.
We got up early so that we could see the sunrise.	Vi klev upp tidigt så att vi kunde se soluppgången.
We got up early so that we could see the sunrise.	Vi steg upp tidigt så att vi kunde se soluppgången.
We need to try to get everybody inside the house.	Vi måste försöka att få in alla i huset.
Will you take care of the children while I'm out?	Ser du efter barnen medan jag är ute?
Yesterday, I bought ten new pairs of ankle socks.	I går köpte jag tio nya par ankelsockor.
You don't get up as early as your sister, do you?	Du går inte upp lika tidigt som din syster, eller hur?
You were with Tom the night he died, weren't you?	Du var med Tom natten han dog, eller hur?
"Why aren't you going?" "Because I don't want to."	”Varför ska du inte åka?” ”För att jag inte vill.”
"Why aren't you going?" "Because I don't want to."	”Varför ska du inte åka?” ”För jag vill inte.”
A lack of sleep affected the singer's performance.	Sömnbrist påverkade sångarens uppträdande.
All of the apples that fall are eaten by the pigs.	Alla äpplen som faller till marken äts upp av grisarna.
As soon as it gets dark, the fireworks will start.	Så fort det blir mörkt börjar fyrverkeriet.
At any rate, it will be a good experience for you.	Hur som helst, det kommer att vara en bra erfarenhet för dig.
Do you know anyone who was on that ship that sunk?	Känner du någon som var på det där skeppet som sjönk?
He failed in his attempt to swim across the river.	Hans försök med att simma över floden misslyckades.
He failed in his attempt to swim across the river.	Han misslyckades med att försöka simma över floden.
He has been regarded as Japan's answer to Picasso.	Han har setts som Japans svar på Picasso.
I am going to write about our parks and mountains.	Jag tänker skriva om våra parker och berg.
I grew tomatoes last year and they were very good.	Jag odlade tomater förra året och de smakade väldigt gott.
I grew tomatoes last year and they were very good.	Jag odlade tomater förra året och de var väldigt goda.
I hate dealing with children who are picky eaters.	Jag avskyr att ha med kräsna barn att göra.
I need to understand the meaning of this sentence.	Jag behöver förstå vad denna mening betyder.
I only wish I could be as happy as you seem to be.	Jag önskar bara att jag kunde vara så lycklig som du verkar.
I thought Tom would speak French better than Mary.	Jag trodde att Tom skulle tala bättre franska än Mary.
I took it for granted that you would come with us.	Jag tog det för givet att du skulle följa med.
I was going to call him, but thought better of it.	Jag tänkte ringa honom, men jag kom på bättre tankar.
I would've never guessed that Tom was from Boston.	Jag skulle aldrig ha gissat att Tom är från Boston.
It has taken forty-six years to build this temple.	Det har tagit fyrtiosex år att bygga det här templet.
Let’s either speak Chinese, or not speak at all.	Antingen talar vi kinesiska, eller så talar vi inte alls.
Losing my daughter has taken away my will to live.	Att förlora min dotter har berövat mig livsglädjen.
My grandmother on my mother's side lives in Osaka.	Min mormor bor i Osaka.
My older brother borrowed money from a loan shark.	Min storebror lånade pengar av en kredithaj.
My older brother borrowed money from a loan shark.	Min storebror lånade pengar av en ockrare.
Our English teacher put emphasis on pronunciation.	Vår engelsklärare lägger vikt vid uttalet.
President Truman had to make a difficult decision.	President Truman var tvungen att fatta ett svårt beslut.
President Truman had to make a difficult decision.	President Truman var tvungen att ta ett svårt beslut.
She had forgotten her umbrella so I lent her mine.	Hon hade glömt sitt paraply, så jag lånade henne mitt.
She helped her father with the work in the garden.	Hon hjälpte sin far med trädgårdsarbetet.
She stirred the instant coffee and poured in milk.	Hon rörde om pulverkaffet och hällde i mjölk.
She warned the children not to play on the street.	Hon varnade barnen för att leka på gatan.
Stop beating around the bush and get to the point.	Sluta göra omsvep och kom till saken.
Stop beating around the bush and get to the point.	Sluta gå som katten kring en het gröt och kom till saken.
That psychiatrist specialized in eating disorders.	Den psykiatern har specialiserat sig på ätstörningar.
The official dinner took place at the White House.	Den officiella middagen ägde rum i Vita huset.
The rope broke when we were climbing the mountain.	Repet gick av medan vi besteg berget.
The school is within walking distance of my house.	Skolan är på gångavstånd från mitt hus.
The talks will deal with the problem of pollution.	Förhandlingarna ska ta upp problemet om miljöförorening.
There are still some savage tribes on that island.	Det finns ännu några vilda folkstammar på den där ön.
Tom and his brother usually cut each other's hair.	Tom och hans bror klipper vanligtvis varandras hår.
Tom and his brother usually cut each other's hair.	Tom och hans bror klippte vanligtvis varandras hår.
Tom doesn't like the way his mother cuts his hair.	Tom tycker inte om sättet hans mamma klipper hans hår på.
Tom has decided not to get a haircut until spring.	Tom har bestämt sig för att inte klippa sig förrän till våren.
Tom has decided not to get a haircut until spring.	Tom har bestämt sig för att klippa sig först till våren.
Tom said he wanted to get out of town for a while.	Tom sa att han ville komma bort från stan ett tag.
Tom said he wanted to get out of town for a while.	Tom sade att han ville komma bort från staden ett tag.
Tom seems to have fallen into some kind of a coma.	Tom verkar ha hamnat i något slags koma.
You didn't seem to understand what Tom was saying.	Du verkade inte förstå vad Tom sa.
